timestamp,day,day_of_week,day_type,time_of_day,request_rate,active_pods,pods_booting,spot_pods,ondemand_pods,preemption_event,cpu_utilization,memory_utilization,queue_length,p95_latency_ms,error_rate,cost_per_hour,month
3465,2,2,normal,9.75,648.0,8,0,1,7,0,0.4078,0.4031,0,107.0,0.0005,1.48,0
3470,2,2,normal,9.83,627.3,8,0,1,7,0,0.4562,0.3878,0,106.1,0.0005,1.48,0
3475,2,2,normal,9.92,575.7,7,0,1,6,0,0.4271,0.4517,0,107.4,0.0005,1.28,0
3480,2,2,normal,10.0,548.9,7,0,1,6,0,0.4318,0.41,0,106.1,0.0005,1.28,0
3485,2,2,normal,10.08,514.1,7,0,1,6,0,0.37,0.355,0,104.5,0.0005,1.28,0
3490,2,2,normal,10.17,495.8,7,0,1,6,0,0.3762,0.3645,0,103.6,0.0005,1.28,0
3495,2,2,normal,10.25,503.1,7,0,1,6,0,0.3623,0.3658,0,104.0,0.0005,1.28,0
3500,2,2,normal,10.33,531.6,7,0,1,6,0,0.4226,0.4015,0,105.3,0.0005,1.28,0
3505,2,2,normal,10.42,467.9,6,0,0,6,0,0.4034,0.4084,0,106.0,0.0005,1.2,0
3510,2,2,normal,10.5,512.3,6,0,0,6,0,0.4547,0.3945,0,108.5,0.0005,1.2,0
3515,2,2,normal,10.58,487.2,6,0,0,6,0,0.4469,0.3999,0,107.1,0.0005,1.2,0
3520,2,2,normal,10.67,511.4,6,0,0,6,0,0.48,0.4079,0,108.4,0.0005,1.2,0
3525,2,2,normal,10.75,534.2,6,0,0,6,0,0.498,0.4339,0,109.7,0.0005,1.2,0
3530,2,2,normal,10.83,517.5,6,0,0,6,0,0.4932,0.4666,0,108.8,0.0005,1.2,0
3535,2,2,normal,10.92,549.7,6,0,0,6,0,0.515,0.464,0,110.5,0.0005,1.2,0
3540,2,2,normal,11.0,548.7,6,0,0,6,0,0.4916,0.5038,0,110.5,0.0005,1.2,0
3545,2,2,normal,11.08,586.6,6,0,0,6,0,0.5336,0.4924,0,112.6,0.0005,1.2,0
3550,2,2,normal,11.17,652.9,6,0,0,6,0,0.592,0.5835,0,116.3,0.0005,1.2,0
3555,2,2,normal,11.25,701.6,6,0,0,6,0,0.6118,0.6048,0,119.0,0.0005,1.2,0
3560,2,2,normal,11.33,747.5,6,0,0,6,0,0.725,0.6626,0,121.5,0.0005,1.2,0
3565,2,2,normal,11.42,791.6,6,0,0,6,0,0.7418,0.6084,0,124.0,0.0005,1.2,0
3570,2,2,normal,11.5,818.0,6,0,0,6,0,0.7289,0.7406,0,125.4,0.0005,1.2,0
3575,2,2,normal,11.58,814.7,6,0,0,6,0,0.7502,0.733,0,125.3,0.0005,1.2,0
3580,2,2,normal,11.67,846.2,6,0,0,6,0,0.7656,0.7422,0,127.0,0.0005,1.2,0
3585,2,2,normal,11.75,922.8,6,1,0,6,0,0.8545,0.6997,0,139.9,0.00991,1.2,0
3590,2,2,normal,11.83,975.6,6,1,0,6,0,0.9441,0.872,0,170.7,0.03303,1.2,0
3595,2,2,normal,11.92,1020.2,7,0,1,6,0,0.826,0.7569,0,128.4,0.00128,1.28,0
3600,2,2,normal,12.0,1045.5,7,0,1,6,0,0.7864,0.8233,0,131.5,0.00365,1.28,0
3605,2,2,normal,12.08,1063.9,7,0,1,6,0,0.8114,0.6778,0,135.9,0.00691,1.28,0
3610,2,2,normal,12.17,1078.5,7,0,1,6,0,0.8881,0.8057,0,140.5,0.0104,1.28,0
3615,2,2,normal,12.25,1082.6,7,1,1,6,0,0.8392,0.6883,0,142.0,0.01151,1.28,0
3620,2,2,normal,12.33,1093.7,7,1,1,6,0,0.7902,0.8052,0,146.5,0.01486,1.28,0
3625,2,2,normal,12.42,1119.3,8,0,1,7,0,0.7157,0.7118,0,126.6,0.0005,1.48,0
3630,2,2,normal,12.5,1146.3,8,0,1,7,0,0.7903,0.7376,0,127.8,0.0005,1.48,0
3635,2,2,normal,12.58,1142.3,8,0,1,7,0,0.7727,0.7712,0,127.6,0.0005,1.48,0
3640,2,2,normal,12.67,1145.1,8,0,1,7,0,0.815,0.6938,0,127.7,0.0005,1.48,0
3645,2,2,normal,12.75,1121.3,8,0,1,7,0,0.8088,0.7213,0,126.7,0.0005,1.48,0
3650,2,2,normal,12.83,1099.0,8,0,1,7,0,0.7504,0.7247,0,125.8,0.0005,1.48,0
3655,2,2,normal,12.92,1056.1,8,0,1,7,0,0.6825,0.5929,0,124.0,0.0005,1.48,0
3660,2,2,normal,13.0,990.8,8,0,1,7,0,0.69,0.5539,0,121.3,0.0005,1.48,0
3665,2,2,normal,13.08,1016.2,8,0,1,7,0,0.6833,0.6614,0,122.3,0.0005,1.48,0
3670,2,2,normal,13.17,980.3,8,0,1,7,0,0.6724,0.6581,0,120.8,0.0005,1.48,0
3675,2,2,normal,13.25,954.2,8,0,1,7,0,0.67,0.5427,0,119.8,0.0005,1.48,0
3680,2,2,normal,13.33,947.9,8,0,1,7,0,0.6828,0.6077,0,119.5,0.0005,1.48,0
3685,2,2,normal,13.42,914.3,8,0,1,7,0,0.6283,0.5716,0,118.1,0.0005,1.48,0
3690,2,2,normal,13.5,891.3,8,0,1,7,0,0.5757,0.522,0,117.1,0.0005,1.48,0
3695,2,2,normal,13.58,823.8,8,0,1,7,0,0.568,0.5653,0,114.3,0.0005,1.48,0
3700,2,2,normal,13.67,763.4,8,0,1,7,0,0.5086,0.4951,0,111.8,0.0005,1.48,0
3705,2,2,normal,13.75,727.5,8,0,1,7,0,0.4965,0.484,0,110.3,0.0005,1.48,0
3710,2,2,normal,13.83,655.8,8,0,1,7,0,0.4742,0.3711,0,107.3,0.0005,1.48,0
3715,2,2,normal,13.92,614.5,8,0,1,7,0,0.4471,0.3556,0,105.6,0.0005,1.48,0
3720,2,2,normal,14.0,574.6,7,0,1,6,0,0.4118,0.4402,0,107.4,0.0005,1.28,0
3725,2,2,normal,14.08,537.3,7,0,1,6,0,0.4031,0.4243,0,105.6,0.0005,1.28,0
3730,2,2,normal,14.17,537.7,7,0,1,6,0,0.4341,0.3673,0,105.6,0.0005,1.28,0
3735,2,2,normal,14.25,553.6,6,0,1,5,1,0.4747,0.4998,0,110.8,0.0005,1.08,0
3740,2,2,normal,14.33,536.8,6,0,0,6,0,0.5007,0.4257,0,109.8,0.0005,1.2,0
3745,2,2,normal,14.42,513.5,6,0,0,6,0,0.4415,0.4134,0,108.5,0.0005,1.2,0
3750,2,2,normal,14.5,500.0,6,0,0,6,0,0.4305,0.3745,0,107.8,0.0005,1.2,0
3755,2,2,normal,14.58,483.6,6,0,0,6,0,0.4408,0.4268,0,106.9,0.0005,1.2,0
3760,2,2,normal,14.67,405.8,5,0,0,5,0,0.4436,0.4226,0,107.1,0.0005,1.0,0
3765,2,2,normal,14.75,453.0,5,0,0,5,0,0.4619,0.4832,0,110.2,0.0005,1.0,0
3770,2,2,normal,14.83,453.1,5,0,0,5,0,0.4919,0.4938,0,110.2,0.0005,1.0,0
3775,2,2,normal,14.92,426.5,5,0,0,5,0,0.4846,0.4274,0,108.4,0.0005,1.0,0
3780,2,2,normal,15.0,424.2,5,0,0,5,0,0.4527,0.4685,0,108.3,0.0005,1.0,0
3785,2,2,normal,15.08,463.4,5,0,0,5,0,0.5207,0.4407,0,110.9,0.0005,1.0,0
3790,2,2,normal,15.17,459.7,5,0,0,5,0,0.4908,0.5008,0,110.6,0.0005,1.0,0
3795,2,2,normal,15.25,445.5,5,0,0,5,0,0.4884,0.4514,0,109.7,0.0005,1.0,0
3800,2,2,normal,15.33,470.5,5,0,0,5,0,0.5442,0.5117,0,111.4,0.0005,1.0,0
3805,2,2,normal,15.42,447.0,5,0,0,5,0,0.5013,0.4542,0,109.8,0.0005,1.0,0
3810,2,2,normal,15.5,503.4,5,0,0,5,0,0.5664,0.5172,0,113.6,0.0005,1.0,0
3815,2,2,normal,15.58,546.5,5,0,0,5,0,0.5514,0.5315,0,116.4,0.0005,1.0,0
3820,2,2,normal,15.67,507.8,5,0,0,5,0,0.5247,0.4845,0,113.9,0.0005,1.0,0
3825,2,2,normal,15.75,472.8,5,0,0,5,0,0.5475,0.5195,0,111.5,0.0005,1.0,0
3830,2,2,normal,15.83,483.2,5,0,0,5,0,0.5307,0.4302,0,112.2,0.0005,1.0,0
3835,2,2,normal,15.92,479.8,5,0,0,5,0,0.536,0.4921,0,112.0,0.0005,1.0,0
3840,2,2,normal,16.0,475.4,5,0,0,5,0,0.5495,0.4623,0,111.7,0.0005,1.0,0
3845,2,2,normal,16.08,511.1,5,0,0,5,0,0.5516,0.5309,0,114.1,0.0005,1.0,0
3850,2,2,normal,16.17,472.0,5,0,0,5,0,0.5088,0.5006,0,111.5,0.0005,1.0,0
3855,2,2,normal,16.25,487.0,5,0,0,5,0,0.5378,0.463,0,112.5,0.0005,1.0,0
3860,2,2,normal,16.33,465.8,5,0,0,5,0,0.5019,0.4941,0,111.1,0.0005,1.0,0
3865,2,2,normal,16.42,486.5,5,0,0,5,0,0.5018,0.5322,0,112.4,0.0005,1.0,0
3870,2,2,normal,16.5,511.1,5,0,0,5,0,0.5159,0.5189,0,114.1,0.0005,1.0,0
3875,2,2,normal,16.58,551.6,5,0,0,5,0,0.571,0.5585,0,116.8,0.0005,1.0,0
3880,2,2,normal,16.67,555.1,5,0,0,5,0,0.5889,0.5326,0,117.0,0.0005,1.0,0
3885,2,2,normal,16.75,561.7,5,0,0,5,0,0.6021,0.5103,0,117.4,0.0005,1.0,0
3890,2,2,normal,16.83,550.4,5,0,0,5,0,0.5809,0.5252,0,116.7,0.0005,1.0,0
3895,2,2,normal,16.92,519.3,5,0,0,5,0,0.5744,0.5305,0,114.6,0.0005,1.0,0
3900,2,2,normal,17.0,511.0,5,0,0,5,0,0.5638,0.5224,0,114.1,0.0005,1.0,0
3905,2,2,normal,17.08,550.1,5,0,0,5,0,0.5823,0.6006,0,116.7,0.0005,1.0,0
3910,2,2,normal,17.17,561.2,5,0,0,5,0,0.612,0.5421,0,117.4,0.0005,1.0,0
3915,2,2,normal,17.25,540.0,5,0,0,5,0,0.6115,0.5134,0,116.0,0.0005,1.0,0
3920,2,2,normal,17.33,568.3,5,0,0,5,0,0.5767,0.6304,0,117.9,0.0005,1.0,0
3925,2,2,normal,17.42,589.3,5,0,0,5,0,0.686,0.6468,0,119.3,0.0005,1.0,0
3930,2,2,normal,17.5,600.2,5,0,0,5,0,0.6242,0.6283,0,120.0,0.0005,1.0,0
3935,2,2,normal,17.58,646.4,5,0,0,5,0,0.6832,0.639,0,123.1,0.0005,1.0,0
3940,2,2,normal,17.67,705.6,5,0,0,5,0,0.7265,0.6734,0,127.0,0.0005,1.0,0
3945,2,2,normal,17.75,775.7,5,1,0,5,0,0.8974,0.8247,0,143.3,0.01249,1.0,0
3950,2,2,normal,17.83,853.2,5,1,0,5,0,0.9552,0.9207,0,215.6,0.06672,1.0,0
3955,2,2,normal,17.92,897.1,6,0,0,6,0,0.842,0.7136,0,131.8,0.00382,1.2,0
3960,2,2,normal,18.0,930.2,6,0,0,6,0,0.8695,0.851,0,143.0,0.01228,1.2,0
3965,2,2,normal,18.08,974.6,6,0,0,6,0,0.929,0.8704,0,169.9,0.03245,1.2,0
3970,2,2,normal,18.17,1027.4,6,0,0,6,0,0.9535,0.9417,0,219.5,0.06963,1.2,0
3975,2,2,normal,18.25,1049.3,6,1,0,6,0,0.9813,0.9001,0,245.7,0.08929,1.2,0
3980,2,2,normal,18.33,1063.2,6,1,0,6,0,0.8927,0.8304,0,264.1,0.10304,1.2,0
3985,2,2,normal,18.42,1161.9,7,0,1,6,0,0.8446,0.8987,0,187.7,0.04577,1.28,0
3990,2,2,normal,18.5,1265.8,7,0,1,6,0,1.0,0.8203,0,295.4,0.12657,1.28,0
3995,2,2,normal,18.58,1318.4,7,0,1,6,0,0.9572,0.8529,5,370.7,0.18304,1.28,0
4000,2,2,normal,18.67,1344.8,7,0,1,6,0,1.0,1.0,8,413.8,0.21533,1.28,0
4005,2,2,normal,18.75,1384.0,7,1,1,6,0,1.0,0.9277,12,484.1,0.26811,1.28,0
4010,2,2,normal,18.83,1434.6,7,1,1,6,0,1.0,1.0,17,586.5,0.34484,1.28,0
4015,2,2,normal,18.92,1482.5,8,0,1,7,0,1.0,0.873,4,338.7,0.159,1.48,0
4020,2,2,normal,19.0,1516.1,8,0,1,7,0,1.0,0.8713,7,383.7,0.1928,1.48,0
4025,2,2,normal,19.08,1533.1,8,0,1,7,0,1.0,0.868,9,408.2,0.21116,1.48,0
4030,2,2,normal,19.17,1562.5,8,0,1,7,0,1.0,0.9019,12,453.0,0.24476,1.48,0
4035,2,2,normal,19.25,1587.2,8,1,1,7,0,1.0,1.0,14,493.4,0.27502,1.48,0
4040,2,2,normal,19.33,1593.5,8,1,1,7,0,1.0,0.9463,15,503.9,0.28296,1.48,0
4045,2,2,normal,19.42,1596.2,9,0,2,7,0,0.9872,0.8033,0,265.3,0.10401,1.56,0
4050,2,2,normal,19.5,1646.6,9,0,2,7,0,0.9529,0.9461,2,315.3,0.1415,1.56,0
4055,2,2,normal,19.58,1602.4,9,0,2,7,0,1.0,0.9584,0,271.0,0.10828,1.56,0
4060,2,2,normal,19.67,1576.3,9,0,2,7,0,0.8822,0.9134,0,247.8,0.09082,1.56,0
4065,2,2,normal,19.75,1546.2,9,1,2,7,0,0.9565,0.943,0,223.4,0.07255,1.56,0
4070,2,2,normal,19.83,1529.1,9,1,2,7,0,0.9858,0.839,0,210.8,0.06313,1.56,0
4075,2,2,normal,19.92,1502.1,10,0,3,7,0,0.8184,0.714,0,132.8,0.00457,1.64,0
4080,2,2,normal,20.0,1460.3,10,0,3,7,0,0.8405,0.6744,0,128.5,0.00138,1.64,0
4085,2,2,normal,20.08,1409.9,10,0,3,7,0,0.7884,0.6416,0,127.0,0.0005,1.64,0
4090,2,2,normal,20.17,1359.6,10,0,3,7,0,0.7325,0.6616,0,125.3,0.0005,1.64,0
4095,2,2,normal,20.25,1301.8,10,0,3,7,0,0.6608,0.6241,0,123.4,0.0005,1.64,0
4100,2,2,normal,20.33,1242.2,10,0,3,7,0,0.622,0.6823,0,121.4,0.0005,1.64,0
4105,2,2,normal,20.42,1158.8,10,0,3,7,0,0.6536,0.5795,0,118.6,0.0005,1.64,0
4110,2,2,normal,20.5,1092.8,10,0,3,7,0,0.6285,0.5118,0,116.4,0.0005,1.64,0
4115,2,2,normal,20.58,1056.9,10,0,3,7,0,0.6014,0.5535,0,115.2,0.0005,1.64,0
4120,2,2,normal,20.67,1001.9,10,0,3,7,0,0.5725,0.5366,0,113.4,0.0005,1.64,0
4125,2,2,normal,20.75,1003.9,10,0,3,7,0,0.5339,0.5153,0,113.5,0.0005,1.64,0
4130,2,2,normal,20.83,1005.5,10,0,3,7,0,0.5413,0.4951,0,113.5,0.0005,1.64,0
4135,2,2,normal,20.92,956.9,10,0,3,7,0,0.4837,0.5196,0,111.9,0.0005,1.64,0
4140,2,2,normal,21.0,912.6,10,0,3,7,0,0.4662,0.4629,0,110.4,0.0005,1.64,0
4145,2,2,normal,21.08,804.2,10,0,3,7,0,0.4507,0.4191,0,106.8,0.0005,1.64,0
4150,2,2,normal,21.17,801.5,10,0,3,7,0,0.4232,0.3631,0,106.7,0.0005,1.64,0
4155,2,2,normal,21.25,753.2,10,0,3,7,0,0.4361,0.3602,0,105.1,0.0005,1.64,0
4160,2,2,normal,21.33,699.4,9,0,2,7,0,0.4486,0.3638,0,105.9,0.0005,1.56,0
4165,2,2,normal,21.42,648.4,8,0,2,6,1,0.4632,0.4261,0,107.0,0.0005,1.36,0
4170,2,2,normal,21.5,598.5,8,0,1,7,0,0.4093,0.333,0,104.9,0.0005,1.48,0
4175,2,2,normal,21.58,560.4,8,0,1,7,0,0.3833,0.3698,0,103.3,0.0005,1.48,0
4180,2,2,normal,21.67,546.8,8,0,1,7,0,0.3651,0.3162,0,102.8,0.0005,1.48,0
4185,2,2,normal,21.75,504.6,8,0,1,7,0,0.329,0.2865,0,101.0,0.0005,1.48,0
4190,2,2,normal,21.83,498.2,7,0,1,6,0,0.3756,0.3687,0,103.7,0.0005,1.28,0
4195,2,2,normal,21.92,475.2,7,0,1,6,0,0.3806,0.3382,0,102.6,0.0005,1.28,0
4200,2,2,normal,22.0,479.6,7,0,1,6,0,0.3595,0.3738,0,102.8,0.0005,1.28,0
4205,2,2,normal,22.08,515.9,7,0,1,6,0,0.3898,0.3609,0,104.6,0.0005,1.28,0
4210,2,2,normal,22.17,498.0,7,0,1,6,0,0.3757,0.3796,0,103.7,0.0005,1.28,0
4215,2,2,normal,22.25,481.9,7,0,1,6,0,0.364,0.3318,0,102.9,0.0005,1.28,0
4220,2,2,normal,22.33,451.7,6,0,0,6,0,0.417,0.4077,0,105.1,0.0005,1.2,0
4225,2,2,normal,22.42,434.9,6,0,0,6,0,0.3709,0.366,0,104.2,0.0005,1.2,0
4230,2,2,normal,22.5,441.2,6,0,0,6,0,0.3698,0.4077,0,104.5,0.0005,1.2,0
4235,2,2,normal,22.58,486.8,6,0,0,6,0,0.4357,0.4061,0,107.0,0.0005,1.2,0
4240,2,2,normal,22.67,504.5,6,0,0,6,0,0.4651,0.4657,0,108.0,0.0005,1.2,0
4245,2,2,normal,22.75,470.9,6,0,0,6,0,0.4208,0.3877,0,106.2,0.0005,1.2,0
4250,2,2,normal,22.83,498.4,6,0,0,6,0,0.46,0.3713,0,107.7,0.0005,1.2,0
4255,2,2,normal,22.92,510.9,6,0,0,6,0,0.4456,0.3907,0,108.4,0.0005,1.2,0
4260,2,2,normal,23.0,499.4,6,0,0,6,0,0.4338,0.4135,0,107.7,0.0005,1.2,0
4265,2,2,normal,23.08,463.2,6,0,0,6,0,0.3985,0.399,0,105.7,0.0005,1.2,0
4270,2,2,normal,23.17,470.1,6,0,0,6,0,0.4251,0.3535,0,106.1,0.0005,1.2,0
4275,2,2,normal,23.25,475.4,6,0,0,6,0,0.4023,0.437,0,106.4,0.0005,1.2,0
4280,2,2,normal,23.33,481.1,6,0,0,6,0,0.4451,0.4145,0,106.7,0.0005,1.2,0
4285,2,2,normal,23.42,467.5,6,0,0,6,0,0.4318,0.3647,0,106.0,0.0005,1.2,0
4290,2,2,normal,23.5,466.7,6,0,0,6,0,0.4535,0.3615,0,105.9,0.0005,1.2,0
4295,2,2,normal,23.58,439.4,6,0,0,6,0,0.3913,0.3358,0,104.4,0.0005,1.2,0
4300,2,2,normal,23.67,435.6,6,0,0,6,0,0.4139,0.3616,0,104.2,0.0005,1.2,0
4305,2,2,normal,23.75,422.8,5,0,0,5,0,0.4703,0.4439,0,108.2,0.0005,1.0,0
4310,2,2,normal,23.83,477.0,5,0,0,5,0,0.5086,0.5094,0,111.8,0.0005,1.0,0
4315,2,2,normal,23.92,462.5,5,0,0,5,0,0.4753,0.4136,0,110.8,0.0005,1.0,0
4320,3,3,normal,0.0,471.4,5,0,0,5,0,0.4814,0.5029,0,111.4,0.0005,1.0,0
4325,3,3,normal,0.08,408.6,5,0,0,5,0,0.4188,0.4405,0,107.2,0.0005,1.0,0
4330,3,3,normal,0.17,368.0,5,0,0,5,0,0.4057,0.3747,0,104.5,0.0005,1.0,0
4335,3,3,normal,0.25,395.2,5,0,0,5,0,0.445,0.3585,0,106.3,0.0005,1.0,0
4340,3,3,normal,0.33,390.9,5,0,0,5,0,0.4197,0.3512,0,106.1,0.0005,1.0,0
4345,3,3,normal,0.42,406.4,5,0,0,5,0,0.4675,0.4369,0,107.1,0.0005,1.0,0
4350,3,3,normal,0.5,403.9,5,0,0,5,0,0.4641,0.4169,0,106.9,0.0005,1.0,0
4355,3,3,normal,0.58,324.2,5,0,0,5,0,0.3403,0.3523,0,101.6,0.0005,1.0,0
4360,3,3,normal,0.67,307.3,5,0,0,5,0,0.349,0.3342,0,100.5,0.0005,1.0,0
4365,3,3,normal,0.75,326.2,5,0,0,5,0,0.375,0.33,0,101.7,0.0005,1.0,0
4370,3,3,normal,0.83,326.7,5,0,0,5,0,0.3805,0.3068,0,101.8,0.0005,1.0,0
4375,3,3,normal,0.92,368.1,5,0,0,5,0,0.3976,0.3385,0,104.5,0.0005,1.0,0
4380,3,3,normal,1.0,371.8,5,0,0,5,0,0.3759,0.4041,0,104.8,0.0005,1.0,0
4385,3,3,normal,1.08,384.8,5,0,0,5,0,0.4053,0.3827,0,105.7,0.0005,1.0,0
4390,3,3,normal,1.17,384.6,5,0,0,5,0,0.4225,0.4012,0,105.6,0.0005,1.0,0
4395,3,3,normal,1.25,337.2,5,0,0,5,0,0.3788,0.3497,0,102.5,0.0005,1.0,0
4400,3,3,normal,1.33,351.9,5,0,0,5,0,0.3991,0.3462,0,103.5,0.0005,1.0,0
4405,3,3,normal,1.42,334.9,5,0,0,5,0,0.34,0.3557,0,102.3,0.0005,1.0,0
4410,3,3,normal,1.5,373.3,5,0,0,5,0,0.4039,0.3979,0,104.9,0.0005,1.0,0
4415,3,3,normal,1.58,396.1,5,0,0,5,0,0.411,0.4006,0,106.4,0.0005,1.0,0
4420,3,3,normal,1.67,352.1,5,0,0,5,0,0.3684,0.3733,0,103.5,0.0005,1.0,0
4425,3,3,normal,1.75,364.7,5,0,0,5,0,0.4153,0.4032,0,104.3,0.0005,1.0,0
4430,3,3,normal,1.83,351.8,5,0,0,5,0,0.3691,0.3856,0,103.5,0.0005,1.0,0
4435,3,3,normal,1.92,358.4,5,0,0,5,0,0.3747,0.3504,0,103.9,0.0005,1.0,0
4440,3,3,normal,2.0,407.4,5,0,0,5,0,0.4738,0.4115,0,107.2,0.0005,1.0,0
4445,3,3,normal,2.08,434.1,5,0,0,5,0,0.4988,0.3931,0,108.9,0.0005,1.0,0
4450,3,3,normal,2.17,454.8,5,0,0,5,0,0.5262,0.4578,0,110.3,0.0005,1.0,0
4455,3,3,normal,2.25,465.8,5,0,0,5,0,0.5376,0.515,0,111.1,0.0005,1.0,0
4460,3,3,normal,2.33,443.6,5,0,0,5,0,0.4901,0.4861,0,109.6,0.0005,1.0,0
4465,3,3,normal,2.42,459.4,5,0,0,5,0,0.4829,0.4461,0,110.6,0.0005,1.0,0
4470,3,3,normal,2.5,486.9,5,0,0,5,0,0.5339,0.4702,0,112.5,0.0005,1.0,0
4475,3,3,normal,2.58,480.6,5,0,0,5,0,0.518,0.4354,0,112.0,0.0005,1.0,0
4480,3,3,normal,2.67,444.6,5,0,0,5,0,0.5144,0.4815,0,109.6,0.0005,1.0,0
4485,3,3,normal,2.75,438.4,5,0,0,5,0,0.5105,0.3897,0,109.2,0.0005,1.0,0
4490,3,3,normal,2.83,471.0,5,0,0,5,0,0.5022,0.4664,0,111.4,0.0005,1.0,0
4495,3,3,normal,2.92,498.0,5,0,0,5,0,0.5586,0.4576,0,113.2,0.0005,1.0,0
4500,3,3,normal,3.0,470.8,5,0,0,5,0,0.512,0.4301,0,111.4,0.0005,1.0,0
4505,3,3,normal,3.08,448.4,5,0,0,5,0,0.4707,0.4148,0,109.9,0.0005,1.0,0
4510,3,3,normal,3.17,436.7,5,0,0,5,0,0.4875,0.409,0,109.1,0.0005,1.0,0
4515,3,3,normal,3.25,433.6,5,0,0,5,0,0.4599,0.3949,0,108.9,0.0005,1.0,0
4520,3,3,normal,3.33,420.9,5,0,0,5,0,0.4581,0.4376,0,108.1,0.0005,1.0,0
4525,3,3,normal,3.42,405.4,5,0,0,5,0,0.4155,0.3759,0,107.0,0.0005,1.0,0
4530,3,3,normal,3.5,409.1,5,0,0,5,0,0.4344,0.4195,0,107.3,0.0005,1.0,0
4535,3,3,normal,3.58,433.8,5,0,0,5,0,0.4568,0.4309,0,108.9,0.0005,1.0,0
4540,3,3,normal,3.67,393.4,5,0,0,5,0,0.4453,0.4298,0,106.2,0.0005,1.0,0
4545,3,3,normal,3.75,395.2,5,0,0,5,0,0.4155,0.3685,0,106.3,0.0005,1.0,0
4550,3,3,normal,3.83,367.3,5,0,0,5,0,0.3872,0.3587,0,104.5,0.0005,1.0,0
4555,3,3,normal,3.92,402.2,5,0,0,5,0,0.4559,0.3995,0,106.8,0.0005,1.0,0
4560,3,3,normal,4.0,412.4,5,0,0,5,0,0.4359,0.4466,0,107.5,0.0005,1.0,0
4565,3,3,normal,4.08,398.8,5,0,0,5,0,0.4139,0.4048,0,106.6,0.0005,1.0,0
4570,3,3,normal,4.17,429.3,5,0,0,5,0,0.4376,0.3937,0,108.6,0.0005,1.0,0
4575,3,3,normal,4.25,385.4,5,0,0,5,0,0.4149,0.407,0,105.7,0.0005,1.0,0
4580,3,3,normal,4.33,381.5,5,0,0,5,0,0.3984,0.3818,0,105.4,0.0005,1.0,0
4585,3,3,normal,4.42,350.8,5,0,0,5,0,0.3635,0.3847,0,103.4,0.0005,1.0,0
4590,3,3,normal,4.5,297.9,5,0,0,5,0,0.3101,0.3221,0,99.9,0.0005,1.0,0
4595,3,3,normal,4.58,276.0,5,0,0,5,0,0.2951,0.2462,0,98.4,0.0005,1.0,0
4600,3,3,normal,4.67,284.9,5,0,0,5,0,0.3241,0.3031,0,99.0,0.0005,1.0,0
4605,3,3,normal,4.75,302.2,5,0,0,5,0,0.3444,0.3051,0,100.1,0.0005,1.0,0
4610,3,3,normal,4.83,353.3,5,0,0,5,0,0.3617,0.3723,0,103.6,0.0005,1.0,0
4615,3,3,normal,4.92,324.8,5,0,0,5,0,0.3571,0.3165,0,101.7,0.0005,1.0,0
4620,3,3,normal,5.0,328.0,5,0,0,5,0,0.354,0.2921,0,101.9,0.0005,1.0,0
4625,3,3,normal,5.08,353.8,5,0,0,5,0,0.3864,0.3554,0,103.6,0.0005,1.0,0
4630,3,3,normal,5.17,348.5,5,0,0,5,0,0.3936,0.3734,0,103.2,0.0005,1.0,0
4635,3,3,normal,5.25,348.8,5,0,0,5,0,0.3793,0.345,0,103.3,0.0005,1.0,0
4640,3,3,normal,5.33,380.0,5,0,0,5,0,0.4086,0.4168,0,105.3,0.0005,1.0,0
4645,3,3,normal,5.42,340.4,5,0,0,5,0,0.3856,0.3598,0,102.7,0.0005,1.0,0
4650,3,3,normal,5.5,327.1,5,0,0,5,0,0.3648,0.3438,0,101.8,0.0005,1.0,0
4655,3,3,normal,5.58,351.6,5,0,0,5,0,0.406,0.3196,0,103.4,0.0005,1.0,0
4660,3,3,normal,5.67,384.4,5,0,0,5,0,0.3879,0.3699,0,105.6,0.0005,1.0,0
4665,3,3,normal,5.75,358.1,5,0,0,5,0,0.3828,0.3703,0,103.9,0.0005,1.0,0
4670,3,3,normal,5.83,357.6,5,0,0,5,0,0.3601,0.3948,0,103.8,0.0005,1.0,0
4675,3,3,normal,5.92,367.9,5,0,0,5,0,0.427,0.3364,0,104.5,0.0005,1.0,0
4680,3,3,normal,6.0,343.8,5,0,0,5,0,0.3792,0.3215,0,102.9,0.0005,1.0,0
4685,3,3,normal,6.08,355.5,5,0,0,5,0,0.3621,0.3422,0,103.7,0.0005,1.0,0
4690,3,3,normal,6.17,359.5,5,0,0,5,0,0.3982,0.3869,0,104.0,0.0005,1.0,0
4695,3,3,normal,6.25,408.7,5,0,0,5,0,0.4555,0.4506,0,107.2,0.0005,1.0,0
4700,3,3,normal,6.33,414.4,5,0,0,5,0,0.4655,0.4247,0,107.6,0.0005,1.0,0
4705,3,3,normal,6.42,467.6,5,0,0,5,0,0.4828,0.4999,0,111.2,0.0005,1.0,0
4710,3,3,normal,6.5,495.4,5,0,0,5,0,0.5385,0.4478,0,113.0,0.0005,1.0,0
4715,3,3,normal,6.58,476.1,5,0,0,5,0,0.5521,0.5174,0,111.7,0.0005,1.0,0
4720,3,3,normal,6.67,473.5,5,0,0,5,0,0.5223,0.4807,0,111.6,0.0005,1.0,0
4725,3,3,normal,6.75,542.1,5,0,0,5,0,0.5992,0.5744,0,116.1,0.0005,1.0,0
